date,plot,range,column,scientificname,genotype,treatment,blocking_height,method,aboveground_dry_biomass,units,method_type
2017-09-14,MAC Field Scanner Season 4 Range 24 Column 10,24,10,Sorghum bicolor,PI570106,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,26370,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 25 Column 2,25,2,Sorghum bicolor,PI562781,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,12370,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 26 Column 2,26,2,Sorghum bicolor,PI452619,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17930,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 29 Column 2,29,2,Sorghum bicolor,PI152816,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,20640,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 29 Column 11,29,11,Sorghum bicolor,PI329501,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,20730,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 31 Column 4,31,4,Sorghum bicolor,PI329614,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,7709,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 37 Column 11,37,11,Sorghum bicolor,PI152694,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27190,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 38 Column 2,38,2,Sorghum bicolor,PI213900,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,15120,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 38 Column 11,38,11,Sorghum bicolor,PI641835,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,28140,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 39 Column 4,39,4,Sorghum bicolor,PI651495,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17300,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 39 Column 9,39,9,Sorghum bicolor,PI562732,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26210,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 39 Column 12,39,12,Sorghum bicolor,PI156871,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,3605,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 40 Column 9,40,9,Sorghum bicolor,PI563329,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27030,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 39 Column 13,39,13,Sorghum bicolor,PI653617,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,24150,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 43 Column 2,43,2,Sorghum bicolor,PI453696,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,6817,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 46 Column 9,46,9,Sorghum bicolor,PI180348,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,21100,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 47 Column 2,47,2,Sorghum bicolor,PI569422,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,10330,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 47 Column 10,47,10,Sorghum bicolor,PI330169,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,34430,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 48 Column 3,48,3,Sorghum bicolor,PI154944,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,9142,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 49 Column 4,49,4,Sorghum bicolor,PI569090,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,24030,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 46 Column 13,46,13,Sorghum bicolor,PI561840,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,25430,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 52 Column 9,52,9,Sorghum bicolor,PI562994,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16710,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 2 Column 5,2,5,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,border,Whole above ground biomass at harvest,37330,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 7,11,7,Sorghum bicolor,PI656015,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,22030,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 7,22,7,Sorghum bicolor,PI330196,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,32030,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 33 Column 5,33,5,Sorghum bicolor,PI655981,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,19080,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 53 Column 7,53,7,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,border,Whole above ground biomass at harvest,31570,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 53 Column 11,53,11,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,33050,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 10 Column 11,10,11,Sorghum bicolor,PI195754,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,29400,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 53 Column 15,53,15,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,29650,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 8,4,8,Sorghum bicolor,PI569090,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,23790,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 21 Column 8,21,8,Sorghum bicolor,PI505722,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,37240,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 40 Column 8,40,8,Sorghum bicolor,PI329569,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,31010,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 43 Column 8,43,8,Sorghum bicolor,PI562730,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,28780,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 6,3,6,Sorghum bicolor,PI330181,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,30150,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 5,8,5,Sorghum bicolor,PI156178,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,14310,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 6,9,6,Sorghum bicolor,PI329351,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,13300,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 6,13,6,Sorghum bicolor,PI562994,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,17550,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 7,13,7,Sorghum bicolor,PI329711,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,43840,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 21 Column 5,21,5,Sorghum bicolor,PI563332,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,18040,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 26 Column 7,26,7,Sorghum bicolor,PI330803,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,28930,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 6,27,6,Sorghum bicolor,PI145619,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,19150,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 28 Column 5,28,5,Sorghum bicolor,PI586541,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,19910,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 29 Column 5,29,5,Sorghum bicolor,PI646266,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,35150,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 34 Column 7,34,7,Sorghum bicolor,PI569444,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,30290,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 36 Column 7,36,7,Sorghum bicolor,PI329545,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,17240,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 38 Column 6,38,6,Sorghum bicolor,PI535783,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,23340,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 41 Column 5,41,5,Sorghum bicolor,PI514456,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,22350,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 42 Column 6,42,6,Sorghum bicolor,PI570145,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,27170,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 42 Column 7,42,7,Sorghum bicolor,PI329319,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,19080,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 47 Column 5,47,5,Sorghum bicolor,PI337689,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,39070,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 49 Column 7,49,7,Sorghum bicolor,PI569423,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,15700,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 6,50,6,Sorghum bicolor,PI655972,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,16680,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 20 Column 5,20,5,Sorghum bicolor,PI593916,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,18930,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 3 Column 15,3,15,Sorghum bicolor,PI156871,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,19020,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 11 Column 14,11,14,Sorghum bicolor,PI535794,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,7179,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 11 Column 15,11,15,Sorghum bicolor,PI535796,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,23100,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 12 Column 12,12,12,Sorghum bicolor,PI641829,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,26620,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 22 Column 13,22,13,Sorghum bicolor,PI266927,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25090,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 26 Column 14,26,14,Sorghum bicolor,PI651491,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26290,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 35 Column 12,35,12,Sorghum bicolor,PI570090,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,30240,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 47 Column 14,47,14,Sorghum bicolor,PI329546,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,31090,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 48 Column 13,48,13,Sorghum bicolor,PI329300,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,48660,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 49 Column 15,49,15,Sorghum bicolor,PI452542,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22100,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 19 Column 14,19,14,Sorghum bicolor,PI563196,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23380,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 4 Column 10,4,10,Sorghum bicolor,PI620072,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17110,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 6 Column 3,6,3,Sorghum bicolor,PI569423,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14430,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 6 Column 11,6,11,Sorghum bicolor,PI562982,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,41840,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 7 Column 3,7,3,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16360,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 7 Column 4,7,4,Sorghum bicolor,PI329710,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23870,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 7 Column 10,7,10,Sorghum bicolor,PI569419,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,7878,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 9,8,9,Sorghum bicolor,PI329510,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,34810,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 9 Column 4,9,4,Sorghum bicolor,PI521152,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27930,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 10 Column 2,10,2,Sorghum bicolor,PI641807,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,33010,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 9,13,9,Sorghum bicolor,PI329585,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17530,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 15 Column 11,15,11,Sorghum bicolor,PI329466,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,31880,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 16 Column 11,16,11,Sorghum bicolor,PI585966,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21200,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 17 Column 12,17,12,Sorghum bicolor,PI505735,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23810,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 19 Column 2,19,2,Sorghum bicolor,PI524475,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,12310,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 19 Column 10,19,10,Sorghum bicolor,PI152730,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17040,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 21 Column 4,21,4,Sorghum bicolor,PI152961,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22270,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 23 Column 2,23,2,Sorghum bicolor,PI329843,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,13170,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 9,23,9,Sorghum bicolor,PI651496,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29650,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 25 Column 10,25,10,Sorghum bicolor,PI330796,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,24810,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 27 Column 2,27,2,Sorghum bicolor,PI641807,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,19100,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 29 Column 3,29,3,Sorghum bicolor,PI92270,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,1244,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 29 Column 4,29,4,Sorghum bicolor,PI641829,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,18480,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 33 Column 9,33,9,Sorghum bicolor,PI585577,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,23250,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 33 Column 11,33,11,Sorghum bicolor,PI329478,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,19540,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 35 Column 2,35,2,Sorghum bicolor,PI329570,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,15560,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 36 Column 11,36,11,Sorghum bicolor,PI266927,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,40080,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 39 Column 11,39,11,Sorghum bicolor,PI563332,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,28490,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 41 Column 11,41,11,Sorghum bicolor,PI152860,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,35410,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 42 Column 11,42,11,Sorghum bicolor,PI329301,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,45730,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 43 Column 3,43,3,Sorghum bicolor,PI455307,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16470,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 43 Column 10,43,10,Sorghum bicolor,PI329541,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,1466,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 44 Column 2,44,2,Sorghum bicolor,PI330807,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,28530,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 44 Column 4,44,4,Sorghum bicolor,PI156487,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,20860,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 44 Column 9,44,9,Sorghum bicolor,PI329286,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,6628,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 44 Column 11,44,11,Sorghum bicolor,PI505717,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27290,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 47 Column 4,47,4,Sorghum bicolor,PI570074,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,6259,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 49 Column 13,49,13,Sorghum bicolor,PI569886,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22020,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 51 Column 9,51,9,Sorghum bicolor,PI641862,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,20250,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 6,22,6,Sorghum bicolor,PI330184,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,25670,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 33 Column 7,33,7,Sorghum bicolor,PI569443,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,14900,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 53 Column 6,53,6,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 1-14,border,Whole above ground biomass at harvest,15700,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 53 Column 9,53,9,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,31810,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 52 Column 14,52,14,Sorghum bicolor,PI329618,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17310,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 8,3,8,Sorghum bicolor,PI653616,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,21940,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 8,27,8,Sorghum bicolor,PI563295,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,40900,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 5,3,5,Sorghum bicolor,PI330807,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,34370,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 5,5,5,Sorghum bicolor,PI154987,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,14700,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 6,5,6,Sorghum bicolor,PI570087,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,11210,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 7 Column 7,7,7,Sorghum bicolor,PI155516,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,23980,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 6 Column 12,6,12,Sorghum bicolor,PI329517,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,19820,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 6 Column 13,6,13,Sorghum bicolor,PI643008,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27850,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 7,9,7,Sorghum bicolor,PI585961,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,24140,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 6,10,6,Sorghum bicolor,PI179749,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,24430,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 7,18,7,Sorghum bicolor,PI570047,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,19500,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 5,24,5,Sorghum bicolor,PI563002,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,44200,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 6,24,6,Sorghum bicolor,PI329478,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,21690,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 6,32,6,Sorghum bicolor,PI569455,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,15750,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 7,35,7,Sorghum bicolor,PI329351,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,21640,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 38 Column 5,38,5,Sorghum bicolor,PI329326,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,21180,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 6,48,6,Sorghum bicolor,PI563020,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,25210,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 7,48,7,Sorghum bicolor,PI152733,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,39050,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 51 Column 6,51,6,Sorghum bicolor,PI570106,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,14040,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 20 Column 15,20,15,Sorghum bicolor,PI152828,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,10480,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 30 Column 12,30,12,Sorghum bicolor,PI568717,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,20100,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 2 Column 12,2,12,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,18660,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 2 Column 13,2,13,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,27070,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 3 Column 13,3,13,Sorghum bicolor,PI569427,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26280,kg/ha,manual
