date,sitename,range,column,lat,lon,treatment,cultivar,aboveground_dry_biomass,units
2017-09-10,MAC Field Scanner Season 4 Range 39 Column 2,39,2,33.0759133991509,-111.975031777136,MAC Season 4: BAP water-deficit stress Aug 15-30,PI329517,6921.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 17 Column 4,17,4,33.075122683629196,-111.974998675618,MAC Season 4: BAP water-deficit stress Aug 15-30,PI570090,13400.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 16 Column 2,16,2,33.0750867309007,-111.975031397461,MAC Season 4: BAP water-deficit stress Aug 15-30,PI152727,24380.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 41 Column 4,41,4,33.0759852939737,-111.974999071475,MAC Season 4: BAP water-deficit stress Aug 15-30,PI329865,18190.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 52 Column 4,52,4,33.0763806570199,-111.97499925296499,MAC Season 4: BAP water-deficit stress Aug 15-30,PI155760,29240.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 14 Column 4,14,4,33.0750148573134,-111.974998626155,MAC Season 4: BAP water-deficit stress Aug 15-30,PI562985,21730.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 46 Column 2,46,2,33.0761649937673,-111.97503189272499,MAC Season 4: BAP water-deficit stress Aug 15-30,PI533792,5903.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 47 Column 3,47,3,33.0762009412243,-111.97501553985799,MAC Season 4: BAP water-deficit stress Aug 15-30,PI455221,41520.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 11 Column 2,11,2,33.07490702040489,-111.975031314969,MAC Season 4: BAP water-deficit stress Aug 15-30,PI576399,18200.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 27 Column 3,27,3,33.07548209929001,-111.975015209785,MAC Season 4: BAP water-deficit stress Aug 15-30,PI641892,21280.0,kg / ha
2017-09-10,MAC Field Scanner Season 4 Range 32 Column 4,32,4,33.0756618151036,-111.974998922985,MAC Season 4: BAP water-deficit stress Aug 15-30,PI563330,5989.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 7,17,7,33.0751226996284,-111.974949568075,MAC Season 4: BAP water-deficit stress Aug 1-14,PI157030,32720.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 7,15,7,33.0750508153759,-111.974949535121,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152971,28380.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 5,13,5,33.0749789205611,-111.974982240496,MAC Season 4: BAP water-deficit stress Aug 1-14,PI586443,8775.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 9,9,9,33.074835173435396,-111.97491669805001,MAC Season 4: BAP water-deficit stress Aug 15-30,PI643016,42720.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 5,35,5,33.075769646757195,-111.974982603187,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569419,13290.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 5,23,5,33.075338341564304,-111.974982405324,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329841,20410.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 49 Column 5,49,5,33.0762728360868,-111.97498283408501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI653616,25790.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 26 Column 7,26,7,33.075446178529894,-111.974949716278,MAC Season 4: BAP water-deficit stress Aug 1-14,PI330803,28930.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 40 Column 6,40,6,33.0759493625606,-111.974966316283,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329841,47970.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 38 Column 7,38,7,33.0758774836627,-111.97494991399401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI157804,28050.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 21 Column 5,21,5,33.0752664573875,-111.97498237236601,MAC Season 4: BAP water-deficit stress Aug 1-14,PI563332,18040.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 7,13,7,33.0749789312127,-111.974949502169,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329711,43840.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 6,13,6,33.074978925888,-111.97496587133301,MAC Season 4: BAP water-deficit stress Aug 1-14,PI562994,17550.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 36 Column 7,36,7,33.0758055994915,-111.974949881051,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329545,17240.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 6,9,6,33.0748351574692,-111.97496580546002,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329351,13300.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 6,3,6,33.0746195048801,-111.97496570663701,MAC Season 4: BAP water-deficit stress Aug 1-14,PI330181,30150.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 6,27,6,33.0754821152824,-111.974966102015,MAC Season 4: BAP water-deficit stress Aug 1-14,PI145619,19150.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 28 Column 5,28,5,33.0755180520323,-111.974982487766,MAC Season 4: BAP water-deficit stress Aug 1-14,PI586541,19910.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 29 Column 5,29,5,33.0755539941557,-111.974982504262,MAC Season 4: BAP water-deficit stress Aug 1-14,PI646266,35150.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 34 Column 7,34,7,33.0757337152695,-111.974949848086,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569444,30290.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 34 Column 5,34,5,33.075733704657395,-111.97498258668502,MAC Season 4: BAP water-deficit stress Aug 1-14,PI153877,33190.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 31 Column 7,31,7,33.075625889013,-111.974949798687,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329506,22400.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 5,8,5,33.0747992100603,-111.97498215811001,MAC Season 4: BAP water-deficit stress Aug 1-14,PI156178,14310.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 5,50,5,33.0763087781783,-111.974982850561,MAC Season 4: BAP water-deficit stress Aug 1-14,PI527045,21740.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 5,25,5,33.075410225796,-111.974982438284,MAC Season 4: BAP water-deficit stress Aug 1-14,PI521019,23730.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 9,27,9,33.0754821312554,-111.97491699424499,MAC Season 4: BAP water-deficit stress Aug 15-30,PI152965,13390.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 9,11,9,33.0749070576007,-111.97491673097099,MAC Season 4: BAP water-deficit stress Aug 15-30,PI52606,22080.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 9,12,9,33.0749429997679,-111.97491674740299,MAC Season 4: BAP water-deficit stress Aug 15-30,PI35038,21660.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 30 Column 5,30,5,33.075589936279,-111.97498252075701,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152727,22040.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 8,44,8,33.0760931415413,-111.974933643521,MAC Season 4: BAP water-deficit stress Aug 1-14,PI276837,44040.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 42 Column 8,42,8,33.076021257367,-111.974933610556,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570075,21630.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 36 Column 8,36,8,33.075805604817,-111.974933511735,MAC Season 4: BAP water-deficit stress Aug 1-14,PI583832,28210.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 9,6,9,33.0747273470954,-111.974916648723,MAC Season 4: BAP water-deficit stress Aug 15-30,PI570110,30120.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 8,32,8,33.075661836416,-111.974933445879,MAC Season 4: BAP water-deficit stress Aug 1-14,PI455301,30970.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 9,25,9,33.075410247006104,-111.974916961364,MAC Season 4: BAP water-deficit stress Aug 15-30,PI455217,45170.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 8,8,8,33.0747992260327,-111.97493305071998,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570145,15460.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 9,27,9,33.0754821312554,-111.97491699424499,MAC Season 4: BAP water-deficit stress Aug 15-30,PI152965,13390.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 2 Column 7,2,7,33.0745835680969,-111.97494932106501,MAC Season 4: BAP water-deficit stress Aug 1-14,SP1615,33780.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 6,11,6,33.0749070417016,-111.97496583836501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI564163,11630.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 6,46,6,33.0761650150868,-111.97496641522,MAC Season 4: BAP water-deficit stress Aug 1-14,PI542718,6870.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 9,19,9,33.0751945944344,-111.974916862623,MAC Season 4: BAP water-deficit stress Aug 15-30,PI455280,25990.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 52 Column 6,52,6,33.0763806676405,-111.97496651411801,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152751,30780.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 8,50,8,33.076308794149,-111.974933742358,MAC Season 4: BAP water-deficit stress Aug 1-14,PI593916,37150.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 39 Column 8,39,8,33.075913431048,-111.974933561116,MAC Season 4: BAP water-deficit stress Aug 1-14,PI154846,24160.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 9,25,9,33.075410247006104,-111.974916961364,MAC Season 4: BAP water-deficit stress Aug 15-30,PI455217,45170.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 9,19,9,33.0751945944344,-111.974916862623,MAC Season 4: BAP water-deficit stress Aug 15-30,PI455280,25990.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 9,22,9,33.075302420766505,-111.97491691196501,MAC Season 4: BAP water-deficit stress Aug 15-30,PI329299,43590.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 9,12,9,33.0749429997679,-111.97491674740299,MAC Season 4: BAP water-deficit stress Aug 15-30,PI35038,21660.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 5,22,5,33.075302399467304,-111.974982388858,MAC Season 4: BAP water-deficit stress Aug 1-14,PI562998,35670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 14 Column 5,14,5,33.0750148626425,-111.974982256985,MAC Season 4: BAP water-deficit stress Aug 1-14,PI562997,32520.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 49 Column 8,49,8,33.0762728520294,-111.97493372587499,MAC Season 4: BAP water-deficit stress Aug 1-14,PI330181,31100.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 14 Column 7,14,7,33.0750148732944,-111.974949518645,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329618,7152.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 30 Column 7,30,7,33.075589946912196,-111.9749497822,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329632,19420.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 2 Column 8,2,8,33.0745835733958,-111.97493295197799,MAC Season 4: BAP water-deficit stress Aug 1-14,Big_Kahuna,21960.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 8,22,8,33.075302415444895,-111.97493328118799,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569459,9614.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 33 Column 8,33,8,33.0756977784939,-111.97493346235599,MAC Season 4: BAP water-deficit stress Aug 1-14,PI145619,31220.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 8,35,8,33.075769662717,-111.974933495253,MAC Season 4: BAP water-deficit stress Aug 1-14,PI562897,27800.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 9,6,9,33.0747273470954,-111.974916648723,MAC Season 4: BAP water-deficit stress Aug 15-30,PI570110,30120.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 7,25,7,33.0754102364056,-111.974949699797,MAC Season 4: BAP water-deficit stress Aug 1-14,PI330858,36290.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 9,11,9,33.0749070576007,-111.97491673097099,MAC Season 4: BAP water-deficit stress Aug 15-30,PI52606,22080.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 53 Column 8,53,8,33.0764166203714,-111.974933791757,MAC Season 4: BAP water-deficit stress Aug 1-14,Big_Kahuna,18890.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 41 Column 5,41,5,33.0759852993062,-111.97498270212601,MAC Season 4: BAP water-deficit stress Aug 1-14,PI514456,22350.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 7,32,7,33.075661831091,-111.974949815169,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329394,29560.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 28 Column 6,28,6,33.0755180573611,-111.974966118503,MAC Season 4: BAP water-deficit stress Aug 1-14,PI585467,14670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 7,24,7,33.0753742942981,-111.97494968334401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329326,16490.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 6,18,6,33.0751586363838,-111.974965953749,MAC Season 4: BAP water-deficit stress Aug 1-14,PI217691,17300.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 5,18,5,33.0751586310393,-111.974982322918,MAC Season 4: BAP water-deficit stress Aug 1-14,PI656035,61020.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 7,16,7,33.0750867575246,-111.97494955159401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152651,14720.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 6,15,6,33.0750508100736,-111.974965904301,MAC Season 4: BAP water-deficit stress Aug 1-14,PI583832,36430.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 5,15,5,33.0750508047688,-111.97498227347499,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569418,24400.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 5,9,5,33.0748351521602,-111.97498217456999,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569452,19620.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 7,6,7,33.074727336477196,-111.974949386907,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570038,22980.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 5,6,5,33.074727325872104,-111.974982125133,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329403,29810.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 8,44,8,33.0760931415413,-111.974933643521,MAC Season 4: BAP water-deficit stress Aug 1-14,PI276837,44040.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 42 Column 8,42,8,33.076021257367,-111.974933610556,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570075,21630.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 36 Column 8,36,8,33.075805604817,-111.974933511735,MAC Season 4: BAP water-deficit stress Aug 1-14,PI583832,28210.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 8,32,8,33.075661836416,-111.974933445879,MAC Season 4: BAP water-deficit stress Aug 1-14,PI455301,30970.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 8,8,8,33.0747992260327,-111.97493305071998,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570145,15460.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 6,46,6,33.0761650150868,-111.97496641522,MAC Season 4: BAP water-deficit stress Aug 1-14,PI542718,6870.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 7,15,7,33.0750508153759,-111.974949535121,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152971,28380.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 7,17,7,33.0751226996284,-111.974949568075,MAC Season 4: BAP water-deficit stress Aug 1-14,PI157030,32720.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 5,23,5,33.075338341564304,-111.974982405324,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329841,20410.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 31 Column 7,31,7,33.075625889013,-111.974949798687,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329506,22400.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 34 Column 5,34,5,33.075733704657395,-111.97498258668502,MAC Season 4: BAP water-deficit stress Aug 1-14,PI153877,33190.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 5,35,5,33.075769646757195,-111.974982603187,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569419,13290.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 41 Column 6,41,6,33.0759853046366,-111.97496633277599,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329605,18170.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 38 Column 7,38,7,33.0758774836627,-111.97494991399401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI157804,28050.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 49 Column 5,49,5,33.0762728360868,-111.97498283408501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI653616,25790.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 5,50,5,33.0763087781783,-111.974982850561,MAC Season 4: BAP water-deficit stress Aug 1-14,PI527045,21740.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 2 Column 7,2,7,33.0745835680969,-111.97494932106501,MAC Season 4: BAP water-deficit stress Aug 1-14,SP1615,33780.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 6,11,6,33.0749070417016,-111.97496583836501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI564163,11630.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 5,22,5,33.075302399467304,-111.974982388858,MAC Season 4: BAP water-deficit stress Aug 1-14,PI562998,35670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 5,25,5,33.075410225796,-111.974982438284,MAC Season 4: BAP water-deficit stress Aug 1-14,PI521019,23730.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 40 Column 6,40,6,33.0759493625606,-111.974966316283,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329841,47970.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 5,13,5,33.0749789205611,-111.974982240496,MAC Season 4: BAP water-deficit stress Aug 1-14,PI586443,8775.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 5,44,5,33.0760931256229,-111.974982751628,MAC Season 4: BAP water-deficit stress Aug 1-14,PI156268,33770.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 52 Column 6,52,6,33.0763806676405,-111.97496651411801,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152751,30780.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 7,50,7,33.0763087888217,-111.974950111768,MAC Season 4: BAP water-deficit stress Aug 1-14,PI154988,22150.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 5,44,5,33.0760931256229,-111.974982751628,MAC Season 4: BAP water-deficit stress Aug 1-14,PI156268,33770.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 41 Column 6,41,6,33.0759853046366,-111.97496633277599,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329605,18170.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 7,32,7,33.075661831091,-111.974949815169,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329394,29560.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 28 Column 6,28,6,33.0755180573611,-111.974966118503,MAC Season 4: BAP water-deficit stress Aug 1-14,PI585467,14670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 7,24,7,33.0753742942981,-111.97494968334401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329326,16490.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 6,18,6,33.0751586363838,-111.974965953749,MAC Season 4: BAP water-deficit stress Aug 1-14,PI217691,17300.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 5,18,5,33.0751586310393,-111.974982322918,MAC Season 4: BAP water-deficit stress Aug 1-14,PI656035,61020.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 7,16,7,33.0750867575246,-111.97494955159401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152651,14720.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 6,15,6,33.0750508100736,-111.974965904301,MAC Season 4: BAP water-deficit stress Aug 1-14,PI583832,36430.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 5,15,5,33.0750508047688,-111.97498227347499,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569418,24400.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 5,9,5,33.0748351521602,-111.97498217456999,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569452,19620.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 7,6,7,33.074727336477196,-111.974949386907,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570038,22980.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 5,6,5,33.074727325872104,-111.974982125133,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329403,29810.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 8,44,8,33.0760931415413,-111.974933643521,MAC Season 4: BAP water-deficit stress Aug 1-14,PI276837,44040.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 42 Column 8,42,8,33.076021257367,-111.974933610556,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570075,21630.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 36 Column 8,36,8,33.075805604817,-111.974933511735,MAC Season 4: BAP water-deficit stress Aug 1-14,PI583832,28210.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 52 Column 7,52,7,33.076380672970096,-111.974950144695,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329299,35770.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 9,6,9,33.0747273470954,-111.974916648723,MAC Season 4: BAP water-deficit stress Aug 15-30,PI570110,30120.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 9,11,9,33.0749070576007,-111.97491673097099,MAC Season 4: BAP water-deficit stress Aug 15-30,PI52606,22080.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 9,12,9,33.0749429997679,-111.97491674740299,MAC Season 4: BAP water-deficit stress Aug 15-30,PI35038,21660.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 9,19,9,33.0751945944344,-111.974916862623,MAC Season 4: BAP water-deficit stress Aug 15-30,PI455280,25990.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 9,25,9,33.075410247006104,-111.974916961364,MAC Season 4: BAP water-deficit stress Aug 15-30,PI455217,45170.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 7,50,7,33.0763087888217,-111.974950111768,MAC Season 4: BAP water-deficit stress Aug 1-14,PI154988,22150.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 9,27,9,33.0754821312554,-111.97491699424499,MAC Season 4: BAP water-deficit stress Aug 15-30,PI152965,13390.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 6,11,6,33.0749070417016,-111.97496583836501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI564163,11630.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 5,22,5,33.075302399467304,-111.974982388858,MAC Season 4: BAP water-deficit stress Aug 1-14,PI562998,35670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 5,25,5,33.075410225796,-111.974982438284,MAC Season 4: BAP water-deficit stress Aug 1-14,PI521019,23730.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 6,46,6,33.0761650150868,-111.97496641522,MAC Season 4: BAP water-deficit stress Aug 1-14,PI542718,6870.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 8,8,8,33.0747992260327,-111.97493305071998,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570145,15460.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 8,32,8,33.075661836416,-111.974933445879,MAC Season 4: BAP water-deficit stress Aug 1-14,PI455301,30970.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 2 Column 7,2,7,33.0745835680969,-111.97494932106501,MAC Season 4: BAP water-deficit stress Aug 1-14,SP1615,33780.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 38 Column 6,38,6,33.0758774783178,-111.97496628329701,MAC Season 4: BAP water-deficit stress Aug 1-14,PI535783,23340.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 5,10,5,33.0748710942481,-111.97498219103501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI641821,43730.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 7,4,7,33.0746554522873,-111.974949354012,MAC Season 4: BAP water-deficit stress Aug 1-14,PI156217,17810.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 47 Column 6,47,6,33.076200957179,-111.974966431689,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569460,20230.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 39 Column 7,39,7,33.0759134257449,-111.974949930457,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569462,15510.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 37 Column 5,37,5,33.075841530911305,-111.974982636129,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569435,10850.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 26 Column 6,26,6,33.0754461732035,-111.974966085528,MAC Season 4: BAP water-deficit stress Aug 1-14,PI267573,17790.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 21 Column 7,21,7,33.0752664680411,-111.974949633933,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570096,13420.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 5,19,5,33.075194573137196,-111.97498233938299,MAC Season 4: BAP water-deficit stress Aug 1-14,PI585461,25550.0,kg / ha
